Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial
Premio︱La Mistral Nouvelle,"Premio La Mistral Nouvelle - Narrativa 2026 (https://www.notion.so/Premio-La-Mistral-Nouvelle-Narrativa-2026-23c9dd874b3a81a58287c71e32b71047?pvs=21), Premio | Concurso Manga 2025 (https://www.notion.so/Premio-Concurso-Manga-2025-1e29dd874b3a81b1b608e86b71393b6f?pvs=21)",Premio La Mistral Nouvelle,Revisar,https://www.librerialamistral.es/es/especial/premio-la-mistral-nouvelle-narrativa2026,España,"November 30, 2025",Yes,La Mistral,,,No,"Destinado a escritores mayores de 18 años, de cualquier nacionalidad o procedencia. Se ofrecen 3.000 euros. Abierta a escritores latinoamericanos",,,Premio,"Literatura, Narrativa","August 10, 2025 1:42 AM",,,No,No,,No,,
Premio︱Sony Future Filmmaker Awards,"Copenhagen Photo Festival - Solo Artists 2026 (https://www.notion.so/Copenhagen-Photo-Festival-Solo-Artists-2026-23c9dd874b3a817f8822d9554888ae0b?pvs=21), ""Botanical"" Online Art Competition (https://www.notion.so/Botanical-Online-Art-Competition-23d9dd874b3a816dac9bffb60324d9e7?pvs=21)",Sony Future Filmmaker Awards,Revisar,https://DirecciónGeneraldeCooperaciónCultural,Estados Unidos,"December 16, 2025",Yes,Cooperación Cultural,,,No,"Destinado a artistas revelación y cineastas independientes de todo el mundo. Se ofrece un vuelo a Los Ángeles, alojamiento, programa de talleres de cuatro días en Sony Pictures Studios, asistencia a la ceremonia. Premio de 5.000 USD para las categorías de Ficción, No Ficción y Animación; premio de 2.500 USD para la categoría de Formato Futuro; un equipo de cámara Sony para la categoría de Estudiante. ",,,Premio,"Cine, Ficción, Animación","August 10, 2025 1:42 AM",,,No,No,,No,,
Convocatoria︱Programa Prácticas UNESCO,"Micelio <35, Convocatoria de Arte Participativo (https://www.notion.so/Micelio-35-Convocatoria-de-Arte-Participativo-23d9dd874b3a81e6bcb2c34ff8d0cb9b?pvs=21)",Programa de Prácticas de la UNESCO: Sector de Cultura UNESCO,Revisar,https://careers.unesco.org/job/Multiple-INTERNSHIP-Culture-Sector/764957702/,Estados Unidos,"December 31, 2025",Yes,UNESCO,,,No,"Pasantía en oficina “Cultural Sector” de la UNESCO, con una duración de entre 1 y 6 meses, destinada a candidatos de al menos 20 años, matriculados o recién graduados en un programa de postgrado (máster, doctorado o equivalente, segundo título universitario o superior). Los candidatos deberán tener excelente dominio del inglés o del francés, excelentes conocimientos informáticos, capacidad de trabajar en equipo y adaptarse a un entorno de trabajo internacional. Abierta a gestores e investigadores latinoamericanos",,,Oportunidad,"Otras, Multidisciplinar, Investigación","August 10, 2025 1:42 AM",,,No,No,,No,,
Beca︱Doctorado Alemania,IX Congreso Internacional de Teatro CON/TEXTO tipea “Intervenciones” (https://www.notion.so/IX-Congreso-Internacional-de-Teatro-CON-TEXTO-tipea-Intervenciones-23d9dd874b3a81978f53d5370617ebe0?pvs=21),Financiación de doctorado para extranjeros,Revisar,https://www.fes.de/studienfoerderung/stipendienprogramme/promotionsfoerderung-fuer-auslaender-innen,Alemania,,Yes,FES,,,No,"Destinado a estudiantes internacionales de doctorado de una universidad alemana, con muy buenos conocimientos del idioma alemán. Deben venir del extranjero, ser admitidos para un doctorado en una universidad alemana, estar comprometidos sociopolíticamente, identificarse con los valores de la socialdemocracia, haber completado sus estudios con resultados superiores al promedio. Se ofrecen 1.400 euros al mes y una subvención para el seguro médico obligatorio. La convocatoria se encuentra abierta. ",,,Beca,"Otras, Multidisciplinar","August 10, 2025 1:42 AM",,,No,No,,No,,
Convocatoria︱Programa de Sombra Teatro,Programa de Apoyo a las Orquestas Profesionales Doctas y Populares 2026 (https://www.notion.so/Programa-de-Apoyo-a-las-Orquestas-Profesionales-Doctas-y-Populares-2026-23d9dd874b3a81f3ae9fcbf3fe3c87cf?pvs=21),Shadowing Programme for Young Theatre Professionals from Abroad Goethe Institut,Revisar,https://MOVILIDAD,Alemania,,Yes,Goethe Institut,,,No,"La oportunidad Shadowing Programme for Young Theatre Professionals from Abroad Goethe Institut está dirigida a jóvenes profesionales del teatro de cualquier nacionalidad, incluyendo artistas de Latinoamérica. La convocatoria abarca disciplinas teatrales como dirección, dramaturgia, escenografía y técnica teatral, y tiene como objetivo ofrecer una experiencia de aprendizaje y acompañamiento en instituciones teatrales alemanas durante un periodo determinado. No se requiere el pago de inscripción para participar en la convocatoria. Los seleccionados reciben una beca que cubre gastos de viaje, alojamiento y manutención, con un estipendio mensual cuya suma exacta varía según la ciudad y duración, pero suele rondar los 1.500 euros mensuales. La oportunidad está abierta a postulantes de todo el mundo que acrediten experiencia profesional relevante en teatro.",,https://www.goethe.de/ins/ae/en/kul/cha.html,Beca,"Escénicas, Teatro, Danza","August 10, 2025 1:43 AM",,,No,No,,No,,
Fondos︱Exhibición y conocimiento,Programa de Apoyo para la Participación en Mercados Internacionales – IDFA (https://www.notion.so/Programa-de-Apoyo-para-la-Participaci-n-en-Mercados-Internacionales-IDFA-23d9dd874b3a81f9a35dcedb6d262122?pvs=21),Exhibition and knowledge exchange,Revisar,https://prohelvetia.ch/en/find-support/exhibition-and-knowledge-exchange-2/,Suiza,,Yes,Pro Helvetia,,,No,"Destinado a instituciones de diseño reconocidas y festivales establecidos, semanas de diseño, etc., fuera de Suiza. Se ofrecen hasta 10.000 francos suizos para gastos de transporte y seguro, y gastos de viaje (ida y vuelta). ",,,Fondos,"Diseño, Multidisciplinar","August 10, 2025 1:43 AM",,,No,No,,No,,
Convocatoria︱Internacional Art Presentation,IX Congreso Internacional de Teatro CON/TEXTO tipea “Intervenciones” (https://www.notion.so/IX-Congreso-Internacional-de-Teatro-CON-TEXTO-tipea-Intervenciones-23d9dd874b3a81978f53d5370617ebe0?pvs=21),International Art Presentation,Revisar,https://www.mondriaanfonds.nl/en/apply-for-a-grant/grants/international-art-presentation/,Países Bajos,,Yes,International Art Presentation,,,No,"Destinado a artistas profesionalmente activos e inmersos en las artes visuales que trabajan en los Países Bajos y quieren presentar su obra en otro país; y organizaciones artísticas reconocidas internacionalmente fuera de los Países Bajos que quieren presentar obras contemporáneas de artistas vivos en los Países Bajos. Se ofrecen gastos de viaje ida y vuelta para los artistas y/o curadores para un viaje de producción y un viaje para la inauguración; hasta 1.000 euros por persona para los artistas participantes y/o curadores; gastos de transporte y seguro durante el transporte de la obra; hasta el 50% de los costos de producción de obras nuevas; hasta el 25% de los costos de publicación; hasta un 50% del costo de traducción del subtitulado de una película. ",,,Fondos,"Visuales, ArtesVisuales, Curaduría","August 10, 2025 1:43 AM",,,No,No,,No,,
Fondos︱Cultural Emergency Response Programme,,Cultural Emergency Response Programme,Revisar,https://www.culturalemergency.org/programs/first-aid-to-cultural-heritage,EEUU,,Yes,Cultural Emergency Response,,,No,"La oportunidad “First Aid to Cultural Heritage” del programa Cultural Emergency Response (CER) está dirigida a profesionales y practicantes del patrimonio y la cultura residentes y activos en países elegibles de África, Asia, América Latina, el Caribe y Europa Oriental (incluyendo países latinoamericanos), que enfrenten emergencias derivadas de desastres o conflictos que amenacen el patrimonio cultural. No se requiere pago de inscripción para participar. La convocatoria abarca disciplinas vinculadas al patrimonio cultural tangible e intangible (como sitios, colecciones, edificios, archivos y prácticas culturales) y está orientada a la protección, rescate, estabilización o evacuación de bienes culturales en riesgo. Los solicitantes pueden pedir financiamiento de emergencia de manera flexible y rápida, debiendo indicar el monto requerido según las necesidades de su proyecto; el apoyo financiero se determina caso por caso y no se especifica un monto fijo en la convocatoria.",,https://www.culturalemergency.org/programs/first-aid-to-cultural-heritage,Fondos,"Otras, Multidisciplinar, Patrimonio","August 10, 2025 1:43 AM",,,No,No,,No,,
Premio︱Ithra Art Prize,,Launch of Ithra Art Prize’s seventh edition,Revisar,https://www.e-flux.com/announcements/6784028/launch-of-ithra-art-prize-s-seventh-edition,Arabia Saudita,"October 16, 2025",Yes,Ithra,,,No,"El Centro Rey Abdul Aziz para la Cultura Mundial (Ithra) anuncia la convocatoria para la séptima edición del Premio de Arte Ithra, una beca bienal que apoya el arte contemporáneo en el mundo árabe. Fundado en 2017, el Premio ofrece una valiosa plataforma para los artistas de la región. Con un gran premio de 100.000 dólares estadounidenses, la obra ganadora encontrará un lugar permanente en la colección de arte permanente de Ithra. En una importante expansión con respecto a años anteriores, el Premio de Arte Ithra, a través de su jurado designado, reconocerá a cinco finalistas con becas de producción para exhibir su trabajo en una exposición en Ithra en la primavera de 2026. La exposición será un nuevo punto culminante del premio, que regresa a su sede en la Provincia Oriental, contribuye al legado en evolución de los artistas y busca amplificar el discurso sobre el arte contemporáneo en la región. El ganador final se seleccionará durante la exposición. El plazo de presentación de candidaturas ya está oficialmente abierto y se aceptarán hasta el 16 de octubre de 2025. Como parte de su enfoque evolutivo, se aceptan tanto encargos nuevos como obras existentes recontextualizadas. El Premio reconoce a artistas cuyas prácticas son intelectualmente comprometidas, se fundamentan en el contexto y se desarrollan a través de una indagación sostenida a lo largo del tiempo. Las obras presentadas deben reflejar la práctica e investigación continuas de los artistas. El Premio está abierto a artistas individuales y colectivos mayores de 18 años, de ascendencia árabe o residentes en uno de los 22 países árabes.



",,,Premio,"Visuales, ArteContemporáneo, Exposición","August 10, 2025 11:05 AM",,,No,No,,No,,
Convocatoria︱Encuentro Nacional Investigadores Ferrocarril,"Convocatoria | Festival Internacional de Cine de Fusagasugá 2025  (https://www.notion.so/Convocatoria-Festival-Internacional-de-Cine-de-Fusagasug-2025-1bc9dd874b3a81a083ccddea1b521715?pvs=21), FIDBA International Documentary Film Festival (https://www.notion.so/FIDBA-International-Documentary-Film-Festival-23d9dd874b3a817b9f20fd6401d55692?pvs=21), International Student Film and Video Festival (https://www.notion.so/International-Student-Film-and-Video-Festival-23d9dd874b3a812f8411df87c192c23b?pvs=21)",XIII Encuentro Nacional de Investigadores del Ferrocarril,Revisar,https://convocatorias.cultura.gob.mx/vigentes/detalle/3971/xiii-encuentro-nacional-de-investigadores-del-ferrocarril,México,"August 29, 2025",Yes,Centro Nacional para la Preservación del Patrimonio Cultural Ferrocarrilero,,,No,"Dirigida a especialistas, investigadores, estudiantes, profesionales del sector ferroviario, responsables de políticas públicas y miembros de comunidades ferroviarias interesados en la historia, patrimonio, innovación tecnológica, medio ambiente, urbanismo y aspectos sociales relacionados con el ferrocarril; no requiere pago de inscripción para participar; la convocatoria contempla disciplinas vinculadas principalmente a la investigación histórica, tecnológica, patrimonial y social del sector ferroviario, sin enfoque en disciplinas artísticas tradicionales; no se menciona ningún monto de dinero estipulado como premio, beca, honorario ni apoyo económico para participantes seleccionados; la oportunidad está abierta a personas interesadas, sin restricciones explícitas de nacionalidad, pero orientada principalmente al contexto mexicano.",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3971/xiii-encuentro-nacional-de-investigadores-del-ferrocarril,Convocatoria,"Otras, Investigación, Patrimonio","August 10, 2025 11:09 AM",,,No,No,,No,,
Concurso︱Muestra Nacional Dramaturgia,"III Bienal Internacional de Arte de Río Negro – BI... (https://www.notion.so/III-Bienal-Internacional-de-Arte-de-R-o-Negro-BI-23d9dd874b3a81a5980ede7d398903de?pvs=21), Organización de muestras, ferias y encuentros – Fondart Nacional 2026 (https://www.notion.so/Organizaci-n-de-muestras-ferias-y-encuentros-Fondart-Nacional-2026-2369dd874b3a8145a715d5d0750ee953?pvs=21)",Convocatoria XXII Muestra Nacional de Dramaturgia,Revisar,https://www.fondosdecultura.cl/convocatoria-xxii-muestra-nacional-de-dramaturgia/,México,"September 8, 2025",Yes,Fondos de Cultura,,,No,"La presente convocatoria tiene por objetivo fomentar la creación de obras dramáticas y potenciar la visibilización de la dramaturgia nacional, a través de la selección de cinco (5) obras dramáticas, tres (3) en la Categoría Autor Emergente y dos (2) en la Categoría Autor de Trayectoria, las cuales serán montadas y estrenadas en la versión XXII de la Muestra Nacional de Dramaturgia 2025.
El presente concurso contempla las siguientes modalidades:
Categoría Autor Emergente
Consideraremos autor emergente a quien no cuente con obras de su autoría estrenadas o que cuente con un máximo de tres (3) estrenos profesionales, presenciales y/o virtuales, a la fecha de postulación.
Premio único de $3.000.000. – para cada texto selecionado.
Categoría Autor de Trayectoria
Consideraremos autor de trayectoria, a quien cuente con un mínimo de cuatro (4) estrenos profesionales, presenciales y/o virtuales, a la fecha de postulación.
Premio único de $5.000.000.- para cada texto seleccionado.
",,,Convocatoria,"Literatura, Dramaturgia","August 10, 2025 11:18 AM",,,No,No,,No,,
Convocatoria︱Encuentros Coreográficos Nacionales (México),"Convocatoria | Festival Internacional de Cine de Fusagasugá 2025  (https://www.notion.so/Convocatoria-Festival-Internacional-de-Cine-de-Fusagasug-2025-1bc9dd874b3a81a083ccddea1b521715?pvs=21), Festival Internacional de Cine de Chiloé FICH 2025 (https://www.notion.so/Festival-Internacional-de-Cine-de-Chilo-FICH-2025-23c9dd874b3a817db3a3e4fe01734206?pvs=21), International Student Film and Video Festival (https://www.notion.so/International-Student-Film-and-Video-Festival-23d9dd874b3a812f8411df87c192c23b?pvs=21), FIDBA International Documentary Film Festival (https://www.notion.so/FIDBA-International-Documentary-Film-Festival-23d9dd874b3a817b9f20fd6401d55692?pvs=21)",Convocatoria XI Encuentros Coreográficos Nacionales,Revisar,https://www.fondosdecultura.cl/convocatoria-xi-encuentros-coreograficos-nacionales/,México,"September 8, 2025",Yes,Fondos de Cultura,,,No,"La presente convocatoria tiene por objetivo promover, visibilizar y reconocer la creación coreográfica nacional, a través de la selección de cinco (5) proyectos de obras coreográficas inéditas presentadas por coreógrafos y/o coreógrafas, los cuales serán premiados con un monto único de $4.000.000.- cada uno. Los proyectos de creación presentados pueden contemplar de 1 a 3 coreógrafos y/o coreógrafas como número máximo de integrantes. El programa tiene los siguientes objetivos específicos: Contribuir a la creación y desarrollo de nuevas obras coreográficas nacionales.
Fomentar la experimentación de nuevos lenguajes y procedimientos coreográficos.
Visibilizar y poner en valor la creación coreográfica.

",,,Convocatoria,"Escénicas, Danza","August 10, 2025 11:18 AM",,,No,No,,No,,
